형태소,품사,그룹명,카운트
의,Foreign,SEVENTEEN(세븐틴),7
의,Foreign,TWICE,3
의,Josa,BLACKPINK,13
의,Josa,BTS(방탄소년단),582
의,Josa,BTS(방탄소년단) & Charli XCX,2
의,Josa,BTS(방탄소년단) & Juice WRLD,1
의,Josa,BTS(방탄소년단) & Zara Larsson,5
의,Josa,EXO,400
의,Josa,EXO-K,18
의,Josa,Halsey & SUGA & BTS,2
의,Josa,Lady Gaga & BLACKPINK,1
의,Josa,NCT,3
의,Josa,NCT 127,6
의,Josa,NCT 2018,1
의,Josa,NCT DREAM,11
의,Josa,NCT U,48
의,Josa,Red Velvet(레드벨벳),234
의,Josa,SEVENTEEN(세븐틴),323
의,Josa,TWICE,157
의,Noun,BTS(방탄소년단),2
의,Noun,EXO,1
의,Noun,NCT 2018,1
의,Noun,Red Velvet(레드벨벳),1
의,Noun,SEVENTEEN(세븐틴),3
의견,Noun,TWICE,3
의도,Noun,TWICE,1
의무감,Noun,EXO,1
의문,Noun,BTS(방탄소년단),1
의문,Noun,EXO,1
의문,Noun,SEVENTEEN(세븐틴),1
의미,Noun,BLACKPINK,3
의미,Noun,BTS(방탄소년단),9
의미,Noun,EXO,6
의미,Noun,NCT 127,1
의미,Noun,NCT U,2
의미,Noun,Red Velvet(레드벨벳),2
의미,Noun,SEVENTEEN(세븐틴),7
의미,Noun,TWICE,6
의미,Noun,이현,1
의식,Noun,BTS(방탄소년단),2
의식,Noun,Red Velvet(레드벨벳),1
의심,Noun,EXO,3
의심,Noun,NCT U,2
의심,Noun,Red Velvet(레드벨벳),1
의심,Noun,SEVENTEEN(세븐틴),6
의심,Noun,TWICE,2
의심,Noun,옥상달빛,1
의지,Noun,BTS(방탄소년단),2
의지,Noun,NCT U,1
의지,Noun,SEVENTEEN(세븐틴),2
의치,Noun,SEVENTEEN(세븐틴),1
이,Determiner,BLACKPINK,15
이,Determiner,BTS(방탄소년단),121
이,Determiner,BTS(방탄소년단) & Juice WRLD,1
이,Determiner,EXO,59
이,Determiner,EXO-K,4
이,Determiner,NCT U,7
이,Determiner,Red Velvet(레드벨벳),33
이,Determiner,SEVENTEEN(세븐틴),54
이,Determiner,TWICE,42
이,Foreign,BTS(방탄소년단),4
이,Foreign,EXO,3
이,Foreign,TWICE,2
이,Josa,BLACKPINK,49
이,Josa,BTS(방탄소년단),625
이,Josa,BTS(방탄소년단) & Charli XCX,1
이,Josa,BTS(방탄소년단) & Juice WRLD,2
이,Josa,BTS(방탄소년단) & Zara Larsson,1
이,Josa,EXO,478
이,Josa,EXO-K,38
이,Josa,Halsey & SUGA & BTS,4
이,Josa,NCT,5
이,Josa,NCT 127,8
이,Josa,NCT DREAM,5
이,Josa,NCT U,48
이,Josa,Red Velvet(레드벨벳),338
이,Josa,SEVENTEEN(세븐틴),414
이,Josa,TWICE,396
이,Josa,예리 (YERI) & NCT,3
이,Josa,옥상달빛,6
이,Josa,이현,4
이,Noun,BLACKPINK,24
이,Noun,BTS(방탄소년단),234
이,Noun,BTS(방탄소년단) & Juice WRLD,1
이,Noun,EXO,144
이,Noun,EXO-K,10
이,Noun,Halsey & SUGA & BTS,1
이,Noun,NCT 127,6
이,Noun,NCT 2018,1
이,Noun,NCT DREAM,14
이,Noun,NCT U,24
이,Noun,Red Velvet(레드벨벳),132
이,Noun,SEVENTEEN(세븐틴),132
이,Noun,TWICE,92
이,Noun,예리 (YERI) & NCT,6
이,Suffix,BTS(방탄소년단),8
이,Suffix,EXO,3
이,Suffix,Red Velvet(레드벨벳),11
이,Suffix,SEVENTEEN(세븐틴),4
이거니,Verb,BTS(방탄소년단),6
이거라면,Verb,EXO,3
이거야,Verb,BTS(방탄소년단),1
이거이거,Verb,BTS(방탄소년단),1
이건,Noun,BLACKPINK,1
이건,Noun,BTS(방탄소년단),24
이건,Noun,EXO,8
이건,Noun,EXO-K,9
이건,Noun,NCT DREAM,2
이건,Noun,NCT U,3
이건,Noun,Red Velvet(레드벨벳),5
이건,Noun,SEVENTEEN(세븐틴),16
이건,Noun,TWICE,14
이겨,Verb,BTS(방탄소년단),3
이겨,Verb,EXO,1
이겨,Verb,Red Velvet(레드벨벳),1
이겨내,Verb,EXO,1
이겨내면,Verb,EXO,1
이겼어,Verb,Red Velvet(레드벨벳),1
이겼으,Verb,BTS(방탄소년단),1
이고,Josa,BTS(방탄소년단),16
이고,Josa,EXO,11
이고,Josa,EXO-K,1
이고,Josa,NCT 127,2
이고,Josa,Red Velvet(레드벨벳),7
이고,Josa,SEVENTEEN(세븐틴),1
이고,Josa,TWICE,2
이구나,Josa,SEVENTEEN(세븐틴),1
이글이글,Adverb,BTS(방탄소년단),1
이기,Noun,BTS(방탄소년단),2
이기,Noun,Red Velvet(레드벨벳),3
이기,Noun,SEVENTEEN(세븐틴),2
이기는,Verb,NCT U,1
이기심,Noun,TWICE,1
이기자,Noun,SEVENTEEN(세븐틴),6
이길,Verb,BTS(방탄소년단),2
이길,Verb,EXO,2
이길,Verb,Red Velvet(레드벨벳),4
이길,Verb,SEVENTEEN(세븐틴),1
이길,Verb,TWICE,1
이길까,Verb,TWICE,1
이길지,Verb,TWICE,1
이끄는,Verb,BTS(방탄소년단),1
이끄는,Verb,NCT 127,1
이끄는,Verb,NCT U,5
이끄는,Verb,Red Velvet(레드벨벳),1
이끄는,Verb,SEVENTEEN(세븐틴),5
이끄는,Verb,TWICE,3
이끌,Verb,BTS(방탄소년단),2
이끌,Verb,EXO,4
이끌,Verb,EXO-K,1
이끌,Verb,Red Velvet(레드벨벳),2
이끌,Verb,SEVENTEEN(세븐틴),1
이끌려,Verb,BTS(방탄소년단),1
이끌려,Verb,EXO,1
이끌려,Verb,Red Velvet(레드벨벳),2
이끌어,Verb,BTS(방탄소년단),1
이끌어,Verb,SEVENTEEN(세븐틴),5
이끌어줄,Verb,EXO,1
이끌었어,Verb,BTS(방탄소년단) & Zara Larsson,1
이끼,Noun,BTS(방탄소년단),1
이나,Josa,BTS(방탄소년단),14
이나,Josa,EXO,2
이나,Josa,Red Velvet(레드벨벳),2
이나,Josa,SEVENTEEN(세븐틴),3
이나,Josa,TWICE,3
이네,Josa,EXO,1
이네,Josa,Red Velvet(레드벨벳),2
이네,Josa,TWICE,3
이니,Josa,BTS(방탄소년단),1
이니,Josa,TWICE,1
이니까,Josa,BTS(방탄소년단),12
이니까,Josa,EXO,4
이니까,Josa,Red Velvet(레드벨벳),1
이니까,Josa,SEVENTEEN(세븐틴),3
이다,Josa,BTS(방탄소년단),1
이대,Modifier,Red Velvet(레드벨벳),1
이대,Noun,Red Velvet(레드벨벳),1
이대로,Adverb,BLACKPINK,2
이대로,Adverb,BTS(방탄소년단),4
이대로,Adverb,EXO,22
이대로,Adverb,EXO-K,4
이대로,Adverb,NCT 127,2
이대로,Adverb,NCT U,3
이대로,Adverb,Red Velvet(레드벨벳),20
이대로,Adverb,SEVENTEEN(세븐틴),1
이대로,Adverb,TWICE,26
이던,Josa,BTS(방탄소년단),5
이던,Josa,EXO,5
이던,Josa,Red Velvet(레드벨벳),8
이던,Josa,SEVENTEEN(세븐틴),1
이데아,Noun,SEVENTEEN(세븐틴),1
이동,Noun,BTS(방탄소년단),1
이든,Josa,BTS(방탄소년단),9
이든,Josa,SEVENTEEN(세븐틴),3
이따가,Adverb,BTS(방탄소년단),1
이따금,Adverb,EXO,1
이딴,Modifier,BTS(방탄소년단),1
이라,Josa,BTS(방탄소년단),5
이라,Josa,EXO,4
이라,Josa,NCT U,2
이라,Josa,Red Velvet(레드벨벳),5
이라,Josa,SEVENTEEN(세븐틴),11
이라,Verb,BTS(방탄소년단),1
이라고,Josa,BTS(방탄소년단),7
이라고,Josa,EXO,7
이라고,Josa,Red Velvet(레드벨벳),3
이라고,Josa,SEVENTEEN(세븐틴),7
이라고,Josa,TWICE,6
이라는,Josa,EXO,4
이라는,Josa,EXO-K,1
이라는,Josa,Red Velvet(레드벨벳),2
이라니,Josa,BTS(방탄소년단),1
이라도,Josa,BLACKPINK,1
이라도,Josa,BTS(방탄소년단),9
이라도,Josa,EXO,12
이라도,Josa,NCT U,4
이라도,Josa,Red Velvet(레드벨벳),4
이라도,Josa,SEVENTEEN(세븐틴),10
이라도,Josa,TWICE,5
이라서,Josa,BTS(방탄소년단),2
이란,Josa,BLACKPINK,2
이란,Josa,BTS(방탄소년단),37
이란,Josa,EXO,8
이란,Josa,Lady Gaga & BLACKPINK,1
이란,Josa,Red Velvet(레드벨벳),8
이란,Josa,SEVENTEEN(세븐틴),8
이랑,Josa,BTS(방탄소년단),2
이래,Adjective,BLACKPINK,1
이래,Adjective,BTS(방탄소년단),4
이래,Adjective,Red Velvet(레드벨벳),4
이래,Adjective,SEVENTEEN(세븐틴),1
이래,Adjective,TWICE,1
이래,Josa,BTS(방탄소년단),2
이래,Josa,NCT U,1
이래,Josa,TWICE,1
이래도,Josa,BTS(방탄소년단),2
이래도,Josa,Red Velvet(레드벨벳),1
이래도,Josa,TWICE,1
이랬다,Adjective,BLACKPINK,1
이랬다,Adjective,BTS(방탄소년단),1
이랬다,Adjective,Red Velvet(레드벨벳),6
이랬다,Adjective,TWICE,6
이랬다가,Adjective,TWICE,1
이랬습니까,Adjective,SEVENTEEN(세븐틴),1
이랬어,Adjective,Red Velvet(레드벨벳),1
이랬으니까,Adjective,BTS(방탄소년단),3
이랬잖아,Adjective,Red Velvet(레드벨벳),1
이러,Verb,Red Velvet(레드벨벳),4
이러고,Verb,SEVENTEEN(세븐틴),1
이러고,Verb,TWICE,1
이러나,Verb,BTS(방탄소년단),1
이러나,Verb,SEVENTEEN(세븐틴),2
이러는,Verb,Red Velvet(레드벨벳),1
이러는,Verb,SEVENTEEN(세븐틴),2
이러는데,Verb,BTS(방탄소년단),2
이러는데,Verb,TWICE,2
이러는지,Verb,EXO,2
이러는지,Verb,SEVENTEEN(세븐틴),3
이러는지,Verb,TWICE,2
이러니,Conjunction,Red Velvet(레드벨벳),4
이러니,Conjunction,TWICE,1
이러다,Verb,EXO,1
이러다,Verb,Red Velvet(레드벨벳),1
이러다,Verb,SEVENTEEN(세븐틴),3
이러다,Verb,TWICE,1
이러다가,Adverb,Red Velvet(레드벨벳),2
이러다가,Adverb,SEVENTEEN(세븐틴),1
이러다가,Adverb,TWICE,1
이러면,Verb,TWICE,1
이러지,Verb,Red Velvet(레드벨벳),1
이러지도,Verb,TWICE,1
이러쿵저러쿵,Adverb,BLACKPINK,1
이런,Adjective,BLACKPINK,2
이런,Adjective,BTS(방탄소년단),24
이런,Adjective,EXO,17
이런,Adjective,NCT 127,1
이런,Adjective,Red Velvet(레드벨벳),24
이런,Adjective,SEVENTEEN(세븐틴),18
이런,Adjective,TWICE,28
이런,Modifier,BTS(방탄소년단),2
이런,Modifier,Red Velvet(레드벨벳),1
이런거,Adjective,BTS(방탄소년단),1
이런건,Adjective,BTS(방탄소년단),1
이런저런,Modifier,BTS(방탄소년단),2
이런저런,Modifier,SEVENTEEN(세븐틴),2
이런지,Adjective,BTS(방탄소년단),1
이런지,Adjective,TWICE,1
이럴,Adjective,EXO,1
이럴,Adjective,Red Velvet(레드벨벳),2
이럴,Adjective,SEVENTEEN(세븐틴),2
이럴,Adjective,TWICE,1
이럼,Adjective,BTS(방탄소년단),2
이렇게,Adverb,BLACKPINK,9
이렇게,Adverb,BTS(방탄소년단),36
이렇게,Adverb,EXO,29
이렇게,Adverb,EXO-K,9
이렇게,Adverb,NCT 127,2
이렇게,Adverb,NCT DREAM,1
이렇게,Adverb,NCT U,1
이렇게,Adverb,Red Velvet(레드벨벳),14
이렇게,Adverb,SEVENTEEN(세븐틴),25
이렇게,Adverb,TWICE,28
이렇게나,Adjective,EXO,5
이렇게나,Adjective,NCT 127,1
이렇게나,Adjective,SEVENTEEN(세븐틴),2
이렇게도,Adjective,BTS(방탄소년단),1
이렇게도,Adjective,EXO,3
이렇게도,Adjective,Red Velvet(레드벨벳),1
이렇게도,Adjective,TWICE,5
이렇게라도,Adjective,SEVENTEEN(세븐틴),1
이렇겠어,Adjective,EXO,2
이렇다면,Adjective,Red Velvet(레드벨벳),2
이력서,Noun,BTS(방탄소년단),1
이루겠지,Verb,BTS(방탄소년단),1
이루는,Verb,BTS(방탄소년단),4
이루어,Verb,EXO,3
이루어,Verb,SEVENTEEN(세븐틴),1
이루어지길,Verb,EXO,1
이룬,Verb,BTS(방탄소년단),2
이룬,Verb,SEVENTEEN(세븐틴),1
이룰,Verb,BTS(방탄소년단) & Zara Larsson,1
이뤄,Verb,BTS(방탄소년단),1
이뤄,Verb,Red Velvet(레드벨벳),3
이뤄,Verb,SEVENTEEN(세븐틴),2
이뤄져,Verb,SEVENTEEN(세븐틴),1
이뤄져,Verb,TWICE,1
이뤄져라,Verb,BTS(방탄소년단),1
이뤄졌다면,Verb,SEVENTEEN(세븐틴),1
이뤄주길,Verb,EXO,1
이뤄지게,Verb,NCT,1
이뤄지긴,Verb,EXO,1
이뤄지길,Verb,Red Velvet(레드벨벳),1
이뤄지려고,Verb,Red Velvet(레드벨벳),1
이뤄지지,Verb,BTS(방탄소년단),3
이뤄진,Verb,BTS(방탄소년단),1
이뤄진,Verb,SEVENTEEN(세븐틴),2
이뤄질,Verb,EXO-K,3
이뤄질,Verb,SEVENTEEN(세븐틴),2
이뤄질까,Verb,EXO,1
이뤘건만,Verb,Halsey & SUGA & BTS,1
이뤘지,Verb,BTS(방탄소년단),1
이륙,Noun,SEVENTEEN(세븐틴),1
이르지,Verb,Red Velvet(레드벨벳),1
이른,Verb,BTS(방탄소년단),1
이른,Verb,EXO,1
이른,Verb,NCT U,1
이른,Verb,SEVENTEEN(세븐틴),2
이름,Noun,BLACKPINK,1
이름,Noun,BTS(방탄소년단),43
이름,Noun,EXO,11
이름,Noun,NCT DREAM,1
이름,Noun,NCT U,2
이름,Noun,Red Velvet(레드벨벳),7
이름,Noun,SEVENTEEN(세븐틴),10
이름,Noun,TWICE,8
이리,Adverb,BTS(방탄소년단),9
이리,Adverb,EXO,6
이리,Adverb,Red Velvet(레드벨벳),4
이리,Adverb,SEVENTEEN(세븐틴),23
이리,Adverb,TWICE,3
이리저리,Adverb,NCT U,2
이리저리,Adverb,Red Velvet(레드벨벳),1
이리저리,Adverb,SEVENTEEN(세븐틴),2
이마,Noun,BTS(방탄소년단),1
이만,Adverb,BTS(방탄소년단),1
이만,Adverb,SEVENTEEN(세븐틴),1
이맘때,Adverb,EXO,1
이며,Josa,Red Velvet(레드벨벳),3
이면,Foreign,BTS(방탄소년단),1
이면,Noun,BTS(방탄소년단),4
이면,Noun,NCT DREAM,1
이면,Noun,NCT U,6
이면,Noun,Red Velvet(레드벨벳),4
이면,Noun,SEVENTEEN(세븐틴),2
이면,Noun,TWICE,3
이미,Adverb,BLACKPINK,2
이미,Adverb,BTS(방탄소년단),27
이미,Adverb,EXO,36
이미,Adverb,EXO-K,3
이미,Adverb,NCT U,8
이미,Adverb,Red Velvet(레드벨벳),20
이미,Adverb,SEVENTEEN(세븐틴),14
이미,Adverb,TWICE,22
이미지,Noun,BTS(방탄소년단),1
이번,Noun,BTS(방탄소년단),7
이번,Noun,EXO,1
이번,Noun,NCT U,1
이번,Noun,Red Velvet(레드벨벳),3
이번,Noun,TWICE,5
이벤트,Noun,SEVENTEEN(세븐틴),1
이별,Noun,BTS(방탄소년단),17
이별,Noun,EXO,8
이별,Noun,Red Velvet(레드벨벳),5
이별,Noun,SEVENTEEN(세븐틴),2
이불,Noun,BTS(방탄소년단),11
이불,Noun,EXO,1
이불,Noun,Red Velvet(레드벨벳),2
이불,Noun,SEVENTEEN(세븐틴),3
이빨,Noun,BTS(방탄소년단),1
이뻐잉,Noun,BTS(방탄소년단),1
이쁘,Adjective,BTS(방탄소년단),1
이쁜,Adjective,BTS(방탄소년단),1
이사,Noun,BTS(방탄소년단),14
이상,Noun,BLACKPINK,1
이상,Noun,BTS(방탄소년단),7
이상,Noun,EXO,12
이상,Noun,EXO-K,3
이상,Noun,NCT 127,3
이상,Noun,NCT DREAM,1
이상,Noun,Red Velvet(레드벨벳),9
이상,Noun,SEVENTEEN(세븐틴),8
이상,Noun,TWICE,9
이상은,Noun,BTS(방탄소년단),3
이상은,Noun,EXO,1
이상은,Noun,NCT U,1
이상은,Noun,Red Velvet(레드벨벳),1
이상은,Noun,SEVENTEEN(세븐틴),3
이상하게,Adjective,EXO,1
이상하게,Adjective,TWICE,3
이상하지,Adjective,NCT U,1
이상하지,Adjective,SEVENTEEN(세븐틴),2
이상하지,Adjective,TWICE,1
이상한,Adjective,BTS(방탄소년단),5
이상한,Adjective,EXO,3
이상한,Adjective,Red Velvet(레드벨벳),3
이상한데,Adjective,Red Velvet(레드벨벳),1
이상할,Adjective,EXO,3
이상해,Adjective,BTS(방탄소년단),5
이상해,Adjective,EXO,1
이상해,Adjective,Red Velvet(레드벨벳),9
이상해,Adjective,SEVENTEEN(세븐틴),1
이상해,Adjective,TWICE,7
이상해져,Adjective,Red Velvet(레드벨벳),1
이상해지지,Adjective,BTS(방탄소년단),1
이상해진,Adjective,Red Velvet(레드벨벳),1
이상해질,Adjective,BTS(방탄소년단),1
이상했었던,Adjective,BTS(방탄소년단),1
이상형,Noun,BTS(방탄소년단),5
이상형,Noun,Red Velvet(레드벨벳),1
이상형,Noun,TWICE,1
이성,Noun,EXO,1
이소리,Noun,TWICE,1
이솝우화,Noun,BTS(방탄소년단),1
이슈,Noun,BTS(방탄소년단),1
이슬,Noun,Red Velvet(레드벨벳),1
이슬,Noun,SEVENTEEN(세븐틴),1
이십,Noun,BTS(방탄소년단),2
이야,Josa,BLACKPINK,2
이야,Josa,BTS(방탄소년단),30
이야,Josa,BTS(방탄소년단) & Juice WRLD,1
이야,Josa,EXO,17
이야,Josa,NCT,1
이야,Josa,NCT DREAM,1
이야,Josa,NCT U,1
이야,Josa,Red Velvet(레드벨벳),21
이야,Josa,SEVENTEEN(세븐틴),16
이야,Josa,TWICE,27
이야,Josa,예리 (YERI) & NCT,4
이야기,Noun,BTS(방탄소년단),1
이야기,Noun,EXO,3
이야기,Noun,NCT U,6
이야기,Noun,Red Velvet(레드벨벳),8
이야기,Noun,SEVENTEEN(세븐틴),1
이야기,Noun,TWICE,1
이야기,Noun,예리 (YERI) & NCT,1
이어,Verb,BTS(방탄소년단),2
이어,Verb,SEVENTEEN(세븐틴),1
이어가야만해,Verb,SEVENTEEN(세븐틴),1
이어도,Noun,BTS(방탄소년단),4
이어도,Noun,SEVENTEEN(세븐틴),1
이어져,Verb,EXO,1
이어져,Verb,SEVENTEEN(세븐틴),2
이어줄,Verb,Red Velvet(레드벨벳),1
이어지고,Verb,EXO,1
이어지길,Verb,Red Velvet(레드벨벳),4
이어지는,Verb,EXO,1
이어진,Noun,EXO,2
이어진,Noun,NCT DREAM,1
이어진,Noun,Red Velvet(레드벨벳),1
이어질,Verb,EXO,1
이어폰,Noun,EXO,1
이어폰,Noun,SEVENTEEN(세븐틴),3
이었고,Verb,BTS(방탄소년단),2
이었기에,Verb,BTS(방탄소년단),4
이었는데,Verb,BTS(방탄소년단),1
이었는지,Verb,TWICE,1
이었다,Verb,EXO,1
이었다고,Verb,EXO,1
이었다니까,Verb,BTS(방탄소년단),1
이었더라면,Verb,EXO,1
이었던,Verb,Red Velvet(레드벨벳),1
이었던가,Verb,TWICE,1
이었어,Verb,BTS(방탄소년단),3
이었어요,Verb,Red Velvet(레드벨벳),1
이었을,Verb,이현,1
이었을까,Verb,BTS(방탄소년단),3
이었지,Verb,BTS(방탄소년단),1
이에요,Josa,BTS(방탄소년단),3
이에요,Josa,Red Velvet(레드벨벳),2
이여,Josa,BTS(방탄소년단),10
이여,Josa,SEVENTEEN(세븐틴),1
이열치열,Noun,BTS(방탄소년단),1
이유,Noun,BLACKPINK,2
이유,Noun,BTS(방탄소년단),10
이유,Noun,EXO,22
이유,Noun,EXO-K,1
이유,Noun,NCT U,2
이유,Noun,Red Velvet(레드벨벳),4
이유,Noun,SEVENTEEN(세븐틴),9
이유,Noun,TWICE,10
이윤,Noun,BTS(방탄소년단),1
이율,Noun,SEVENTEEN(세븐틴),2
이의,Noun,SEVENTEEN(세븐틴),1
이인,Noun,TWICE,1
이자,Noun,BTS(방탄소년단),11
이자,Noun,SEVENTEEN(세븐틴),1
이자벨,Noun,BTS(방탄소년단),1
이자인,Noun,BTS(방탄소년단),1
이제,Noun,BLACKPINK,8
이제,Noun,BTS(방탄소년단),96
이제,Noun,BTS(방탄소년단) & Juice WRLD,1
이제,Noun,EXO,35
이제,Noun,EXO-K,6
이제,Noun,Halsey & SUGA & BTS,1
이제,Noun,NCT DREAM,1
이제,Noun,NCT U,7
이제,Noun,Red Velvet(레드벨벳),11
이제,Noun,SEVENTEEN(세븐틴),42
이제,Noun,TWICE,39
이제야,Noun,BTS(방탄소년단),6
이제야,Noun,EXO,2
이제야,Noun,EXO-K,8
이제야,Noun,Red Velvet(레드벨벳),2
이제야,Noun,SEVENTEEN(세븐틴),1
이제야,Noun,TWICE,2
이중,Noun,BTS(방탄소년단),2
이중간첩,Noun,BTS(방탄소년단),1
이지,Josa,BTS(방탄소년단),8
이지,Josa,EXO,3
이지,Josa,EXO-K,1
이지,Josa,NCT U,1
이지,Josa,Red Velvet(레드벨벳),1
이지,Josa,SEVENTEEN(세븐틴),1
이지,Noun,Red Velvet(레드벨벳),1
이지마,Noun,EXO,1
이지만,Josa,BTS(방탄소년단),2
이지만,Josa,Red Velvet(레드벨벳),2
이지만,Josa,SEVENTEEN(세븐틴),5
이진,Noun,TWICE,1
이쯤,Noun,BTS(방탄소년단),4
이쯤,Noun,EXO,2
이쯤,Noun,SEVENTEEN(세븐틴),1
이처럼,Noun,BTS(방탄소년단),2
이치,Noun,BTS(방탄소년단),2
이카루스,Noun,BTS(방탄소년단),1
이틀,Noun,SEVENTEEN(세븐틴),3
이해,Noun,BTS(방탄소년단),5
이해,Noun,EXO,2
이해,Noun,NCT DREAM,2
이해,Noun,NCT U,1
이해,Noun,Red Velvet(레드벨벳),2
이해,Noun,SEVENTEEN(세븐틴),12
이해,Noun,TWICE,7
이해해,Noun,BTS(방탄소년단),2
이해해,Noun,EXO,1
이해해,Noun,NCT U,1
이해해,Noun,TWICE,1
이후,Noun,BTS(방탄소년단),1
이후,Noun,NCT U,1
익명,Noun,EXO-K,1
익숙하겠지,Adjective,EXO,1
익숙하다고,Adjective,BTS(방탄소년단),1
익숙하단,Adjective,EXO,1
익숙하지만,Adjective,SEVENTEEN(세븐틴),1
익숙한,Adjective,BTS(방탄소년단),3
익숙한,Adjective,EXO,4
익숙한,Adjective,NCT DREAM,1
익숙한,Adjective,NCT U,1
익숙한,Adjective,Red Velvet(레드벨벳),1
익숙한,Adjective,TWICE,3
익숙함,Adjective,SEVENTEEN(세븐틴),2
익숙함에,Adjective,SEVENTEEN(세븐틴),1
익숙해,Adjective,BTS(방탄소년단),1
익숙해져,Verb,BTS(방탄소년단),1
익숙해져가,Verb,EXO,1
익숙해질,Verb,BTS(방탄소년단),1
익숙했던,Adjective,EXO,1
익은,Verb,BTS(방탄소년단),1
익은,Verb,TWICE,1
인,Josa,BLACKPINK,6
인,Josa,BTS(방탄소년단),58
인,Josa,EXO,39
인,Josa,EXO-K,1
인,Josa,NCT DREAM,2
인,Josa,NCT U,3
인,Josa,Red Velvet(레드벨벳),34
인,Josa,SEVENTEEN(세븐틴),20
인,Josa,TWICE,17
인,Noun,BTS(방탄소년단),3
인,Noun,SEVENTEEN(세븐틴),1
인,Suffix,BTS(방탄소년단),2
인가,Josa,BLACKPINK,1
인가,Josa,BTS(방탄소년단),7
인가,Josa,EXO,1
인가,Josa,Red Velvet(레드벨벳),1
인가,Josa,SEVENTEEN(세븐틴),1
인가요,Josa,BTS(방탄소년단),1
인가요,Josa,Red Velvet(레드벨벳),8
인간,Noun,EXO,1
인간,Noun,EXO-K,1
인간,Noun,SEVENTEEN(세븐틴),2
인거,Josa,Red Velvet(레드벨벳),1
인거,Josa,TWICE,1
인거야,Verb,EXO,1
인걸,Josa,BTS(방탄소년단),1
인걸,Josa,EXO,7
인걸,Josa,EXO-K,1
인걸,Josa,NCT U,1
인걸,Josa,Red Velvet(레드벨벳),6
인걸,Josa,TWICE,12
인걸,Noun,EXO,2
인격,Noun,EXO-K,1
인구,Noun,BTS(방탄소년단),1
인기,Noun,BLACKPINK,1
인기,Noun,BTS(방탄소년단),2
인기,Noun,SEVENTEEN(세븐틴),7
인내,Noun,EXO,1
인데,Foreign,BTS(방탄소년단),1
인데,Josa,BLACKPINK,1
인데,Josa,BTS(방탄소년단),12
인데,Josa,EXO,10
인데,Josa,EXO-K,1
인데,Josa,NCT U,3
인데,Josa,Red Velvet(레드벨벳),9
인데,Josa,SEVENTEEN(세븐틴),12
인데,Josa,TWICE,15
인도,Noun,EXO,1
인듯,Verb,BTS(방탄소년단),4
인마,Exclamation,BTS(방탄소년단),3
인맥,Noun,BTS(방탄소년단),1
인사,Noun,BTS(방탄소년단),6
인사,Noun,Red Velvet(레드벨벳),1
인사,Noun,SEVENTEEN(세븐틴),2
인사,Noun,TWICE,3
인살,Noun,EXO,1
인상,Noun,BTS(방탄소년단),1
인상,Noun,NCT U,1
인생,Noun,BTS(방탄소년단),29
인생,Noun,EXO,1
인생,Noun,NCT U,2
인생,Noun,Red Velvet(레드벨벳),3
인생,Noun,SEVENTEEN(세븐틴),3
인생,Noun,TWICE,1
인스타,Noun,BTS(방탄소년단),1
인연,Noun,BLACKPINK,1
인연,Noun,BTS(방탄소년단),4
인연,Noun,EXO-K,1
인연,Noun,TWICE,1
인정,Noun,BTS(방탄소년단),5
인정,Noun,Red Velvet(레드벨벳),1
인정받,Verb,BTS(방탄소년단),1
인제,Noun,BTS(방탄소년단),2
인조,Noun,BTS(방탄소년단),1
인종차별,Noun,BTS(방탄소년단),1
인줄,Verb,SEVENTEEN(세븐틴),1
인지,Josa,BLACKPINK,1
인지,Josa,BTS(방탄소년단),11
인지,Josa,EXO,8
인지,Josa,SEVENTEEN(세븐틴),5
인지,Josa,TWICE,13
인지도,Noun,EXO,1
인지도,Noun,Red Velvet(레드벨벳),1
인지도,Noun,SEVENTEEN(세븐틴),1
인터넷,Noun,SEVENTEEN(세븐틴),2
인한,Adjective,BTS(방탄소년단),1
인해,Adjective,BLACKPINK,1
인해,Adjective,BTS(방탄소년단),1
인해,Adjective,EXO,2
인해,Adjective,SEVENTEEN(세븐틴),2
인형,Noun,BTS(방탄소년단),5
인형,Noun,EXO,1
인형,Noun,Red Velvet(레드벨벳),3
인형,Noun,TWICE,1
일,Modifier,BLACKPINK,1
일,Modifier,BTS(방탄소년단),7
일,Modifier,EXO,2
일,Modifier,NCT DREAM,1
일,Modifier,NCT U,6
일,Modifier,Red Velvet(레드벨벳),6
일,Modifier,SEVENTEEN(세븐틴),6
일,Modifier,TWICE,3
일,Noun,BLACKPINK,1
일,Noun,BTS(방탄소년단),33
일,Noun,EXO,19
일,Noun,EXO-K,2
일,Noun,NCT U,3
일,Noun,Red Velvet(레드벨벳),11
일,Noun,SEVENTEEN(세븐틴),29
일,Noun,TWICE,37
일곤,Verb,BTS(방탄소년단),1
일곱,Noun,BTS(방탄소년단),8
일곱,Noun,NCT U,1
일곱,Noun,Red Velvet(레드벨벳),1
일곱,Noun,SEVENTEEN(세븐틴),2
일기,Noun,EXO,1
일기,Noun,Red Velvet(레드벨벳),2
일기장,Noun,EXO,1
일까,Verb,BTS(방탄소년단),6
일까,Verb,Red Velvet(레드벨벳),3
일까,Verb,SEVENTEEN(세븐틴),1
일까,Verb,TWICE,8
일까봐,Verb,EXO,1
일단,Noun,BTS(방탄소년단),7
일단,Noun,BTS(방탄소년단) & Juice WRLD,1
